license_id,brand_name,drug_ingredient,drugbank_id,potential_indication,source
200705309,예나트론 질좌제(프로게스테론),PROGESTERONE,DB00396,osteoporosis,TxGNN Knowledge Graph
200706212,졸레어주사(오말리주맙),OMALIZUMAB,DB00043,asthma,TxGNN Knowledge Graph
200706212,졸레어주사(오말리주맙),OMALIZUMAB,DB00043,allergic asthma,TxGNN Knowledge Graph
200706212,졸레어주사(오말리주맙),OMALIZUMAB,DB00043,intrinsic asthma,TxGNN Knowledge Graph
200706212,졸레어주사(오말리주맙),OMALIZUMAB,DB00043,idiopathic urticaria,TxGNN Knowledge Graph
200706607,나딕사크림(나디플록사신),NADIFLOXACIN,DB12447,acne (disease),TxGNN Knowledge Graph
200708787,"루센티스주10밀리그램/밀리리터(라니비주맙,유전자재조합)",RANIBIZUMAB,DB01270,diabetic cataract,TxGNN Knowledge Graph
200708787,"루센티스주10밀리그램/밀리리터(라니비주맙,유전자재조합)",RANIBIZUMAB,DB01270,diabetic macular edema,TxGNN Knowledge Graph
200708787,"루센티스주10밀리그램/밀리리터(라니비주맙,유전자재조합)",RANIBIZUMAB,DB01270,retinopathy of prematurity,TxGNN Knowledge Graph
200708787,"루센티스주10밀리그램/밀리리터(라니비주맙,유전자재조합)",RANIBIZUMAB,DB01270,exudative vitreoretinopathy,TxGNN Knowledge Graph
200708787,"루센티스주10밀리그램/밀리리터(라니비주맙,유전자재조합)",RANIBIZUMAB,DB01270,retinal artery occlusion,TxGNN Knowledge Graph
